,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9
Time (raw),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts),TDS (Volts)
0.003927165,0.0867,0.0931,0.061,0.0706,0.0706,0.0176,0.0215,0.0867,0.0835
0.003937281,0.0867,0.0899,0.061,0.0706,0.0706,0.0247,0.0286,0.0867,0.0835
0.003947397,0.0867,0.0899,0.061,0.0706,0.0706,0.0247,0.0286,0.0867,0.0835
0.003957513,0.0867,0.0899,0.061,0.0706,0.0706,0.0247,0.0215,0.0867,0.0835
0.003967628,0.0867,0.0899,0.061,0.0706,0.0706,0.0247,0.0215,0.0835,0.0835
0.003977745,0.0835,0.0899,0.061,0.0706,0.0706,0.0247,0.0215,0.0835,0.0835
0.00398786,0.0835,0.0867,0.061,0.0706,0.0706,0.0176,0.0286,0.0867,0.0835
0.003997976,0.0835,0.0867,0.061,0.0706,0.0706,0.0247,0.0286,0.0835,0.0835
0.004008092,0.0835,0.0867,0.0578,0.0706,0.0706,0.0176,0.0215,0.0835,0.0835
0.004018208,0.0835,0.0867,0.061,0.0706,0.0706,0.0247,0.0215,0.0835,0.0835
0.004028323,0.0835,0.0867,0.061,0.0706,0.0706,0.0176,0.0215,0.0835,0.0835
0.004038439,0.0835,0.0835,0.061,0.0706,0.0706,0.0247,0.0286,0.0835,0.0835
0.004048556,0.0835,0.0835,0.061,0.0706,0.0706,0.0176,0.0286,0.0835,0.0835
0.004058672,0.0835,0.0835,0.061,0.0706,0.0706,0.0247,0.0286,0.0835,0.0835
0.004068789,0.0835,0.0835,0.061,0.0706,0.0706,0.0247,0.0215,0.0835,0.0835
0.004078903,0.0835,0.0835,0.061,0.0706,0.0706,0.0176,0.0215,0.0835,0.0835
0.004089019,0.0835,0.0835,0.061,0.0706,0.0706,0.0176,0.0215,0.0835,0.0835
0.004099135,0.0835,0.0835,0.061,0.0706,0.0706,0.0176,0.0286,0.0835,0.0835
0.004109251,0.0835,0.0835,0.061,0.0706,0.0706,0.0247,0.0286,0.0835,0.0835
